,index,latitude,longitude
1063,1063,36.75,-119.75
1064,1064,36.75,-119.25
1065,1065,36.75,-118.75
1066,1066,36.75,-118.25
1067,1067,36.75,-117.75
1068,1068,36.75,-117.25
1069,1069,36.75,-116.75
1070,1070,36.75,-116.25
1071,1071,36.75,-115.75
1072,1072,36.75,-115.25
1073,1073,36.75,-114.75
1074,1074,36.75,-114.25
1075,1075,36.75,-113.75
1076,1076,36.75,-113.25
1077,1077,36.75,-112.75
1078,1078,36.75,-112.25
1079,1079,36.75,-111.75
1080,1080,36.75,-111.25
1081,1081,36.75,-110.75
1082,1082,36.75,-110.25
1083,1083,36.75,-109.75
1084,1084,36.75,-109.25
1085,1085,36.75,-108.75
1086,1086,36.75,-108.25
1087,1087,36.75,-107.75
1088,1088,36.75,-107.25
1089,1089,36.75,-106.75
1090,1090,36.75,-106.25
1091,1091,36.75,-105.75
1092,1092,36.75,-105.25
1093,1093,36.75,-104.75
1094,1094,36.75,-104.25
1095,1095,36.75,-103.75
1096,1096,36.75,-103.25
1097,1097,36.75,-102.75
1098,1098,36.75,-102.25
1099,1099,36.75,-101.75
1100,1100,36.75,-101.25
1101,1101,36.75,-100.75
1102,1102,36.75,-100.25
1103,1103,36.75,-99.75
1104,1104,36.75,-99.25
1105,1105,36.75,-98.75
1106,1106,36.75,-98.25
1107,1107,36.75,-97.75
1108,1108,36.75,-97.25
1109,1109,36.75,-96.75
1110,1110,36.75,-96.25
1111,1111,36.75,-95.75
1112,1112,36.75,-95.25
1113,1113,36.75,-94.75
1114,1114,36.75,-94.25
1115,1115,36.75,-93.75
1116,1116,36.75,-93.25
1117,1117,36.75,-92.75
1118,1118,36.75,-92.25
1119,1119,36.75,-91.75
1120,1120,36.75,-91.25
1121,1121,36.75,-90.75
1122,1122,36.75,-90.25
1123,1123,36.75,-89.75
1124,1124,36.75,-89.25
1125,1125,36.75,-88.75
1126,1126,36.75,-88.25
1127,1127,36.75,-87.75
1128,1128,36.75,-87.25
1129,1129,36.75,-86.75
1130,1130,36.75,-86.25
1131,1131,36.75,-85.75
1132,1132,36.75,-85.25
1133,1133,36.75,-84.75
1134,1134,36.75,-84.25
1135,1135,36.75,-83.75
1136,1136,36.75,-83.25
1137,1137,36.75,-82.75
1138,1138,36.75,-82.25
1139,1139,36.75,-81.75
1140,1140,36.75,-81.25
1141,1141,36.75,-80.75
1142,1142,36.75,-80.25
1143,1143,36.75,-79.75
1144,1144,36.75,-79.25
1145,1145,36.75,-78.75
1146,1146,36.75,-78.25
1147,1147,36.75,-77.75
1148,1148,36.75,-77.25
1149,1149,36.75,-76.75
1150,1150,36.75,-76.25
1151,1151,37.25,-122.25
1152,1152,37.25,-121.75
1153,1153,37.25,-121.25
1154,1154,37.25,-120.75
1155,1155,37.25,-120.25
1156,1156,37.25,-119.75
1157,1157,37.25,-119.25
1158,1158,37.25,-118.75
1159,1159,37.25,-118.25
1160,1160,37.25,-117.75
1161,1161,37.25,-117.25
1162,1162,37.25,-116.75
1163,1163,37.25,-116.25
1164,1164,37.25,-115.75
1165,1165,37.25,-115.25
1166,1166,37.25,-114.75
1167,1167,37.25,-114.25
1168,1168,37.25,-113.75
1169,1169,37.25,-113.25
1170,1170,37.25,-112.75
1171,1171,37.25,-112.25
1172,1172,37.25,-111.75
1173,1173,37.25,-111.25
1174,1174,37.25,-110.75
1175,1175,37.25,-110.25
1176,1176,37.25,-109.75
1177,1177,37.25,-109.25
1178,1178,37.25,-108.75
1179,1179,37.25,-108.25
1180,1180,37.25,-107.75
1181,1181,37.25,-107.25
1182,1182,37.25,-106.75
1183,1183,37.25,-106.25
1184,1184,37.25,-105.75
1185,1185,37.25,-105.25
1186,1186,37.25,-104.75
1187,1187,37.25,-104.25
1188,1188,37.25,-103.75
1189,1189,37.25,-103.25
1190,1190,37.25,-102.75
1191,1191,37.25,-102.25
1192,1192,37.25,-101.75
1193,1193,37.25,-101.25
1194,1194,37.25,-100.75
1195,1195,37.25,-100.25
1196,1196,37.25,-99.75
1197,1197,37.25,-99.25
1198,1198,37.25,-98.75
1199,1199,37.25,-98.25
1200,1200,37.25,-97.75
1201,1201,37.25,-97.25
1202,1202,37.25,-96.75
1203,1203,37.25,-96.25
1204,1204,37.25,-95.75
1205,1205,37.25,-95.25
1206,1206,37.25,-94.75
1207,1207,37.25,-94.25
1208,1208,37.25,-93.75
1209,1209,37.25,-93.25
1210,1210,37.25,-92.75
1211,1211,37.25,-92.25
1212,1212,37.25,-91.75
1213,1213,37.25,-91.25
1214,1214,37.25,-90.75
1215,1215,37.25,-90.25
1216,1216,37.25,-89.75
1217,1217,37.25,-89.25
1218,1218,37.25,-88.75
1219,1219,37.25,-88.25
1220,1220,37.25,-87.75
1221,1221,37.25,-87.25
1222,1222,37.25,-86.75
1223,1223,37.25,-86.25
1224,1224,37.25,-85.75
1225,1225,37.25,-85.25
1226,1226,37.25,-84.75
1227,1227,37.25,-84.25
1228,1228,37.25,-83.75
1229,1229,37.25,-83.25
1230,1230,37.25,-82.75
1231,1231,37.25,-82.25
1232,1232,37.25,-81.75
1233,1233,37.25,-81.25
1234,1234,37.25,-80.75
1235,1235,37.25,-80.25
1236,1236,37.25,-79.75
1237,1237,37.25,-79.25
1238,1238,37.25,-78.75
1239,1239,37.25,-78.25
1240,1240,37.25,-77.75
1241,1241,37.25,-77.25
1242,1242,37.25,-76.75
1243,1243,37.75,-122.25
1244,1244,37.75,-121.75
1245,1245,37.75,-121.25
1246,1246,37.75,-120.75
1247,1247,37.75,-120.25
1248,1248,37.75,-119.75
1249,1249,37.75,-119.25
1250,1250,37.75,-118.75
1251,1251,37.75,-118.25
1252,1252,37.75,-117.75
1253,1253,37.75,-117.25
1254,1254,37.75,-116.75
1255,1255,37.75,-116.25
1256,1256,37.75,-115.75
1257,1257,37.75,-115.25
1258,1258,37.75,-114.75
1259,1259,37.75,-114.25
1260,1260,37.75,-113.75
1261,1261,37.75,-113.25
1262,1262,37.75,-112.75
1263,1263,37.75,-112.25
1264,1264,37.75,-111.75
1265,1265,37.75,-111.25
1266,1266,37.75,-110.75
1267,1267,37.75,-110.25
1268,1268,37.75,-109.75
1269,1269,37.75,-109.25
1270,1270,37.75,-108.75
1271,1271,37.75,-108.25
1272,1272,37.75,-107.75
1273,1273,37.75,-107.25
1274,1274,37.75,-106.75
1275,1275,37.75,-106.25
1276,1276,37.75,-105.75
1277,1277,37.75,-105.25
1278,1278,37.75,-104.75
1279,1279,37.75,-104.25
1280,1280,37.75,-103.75
1281,1281,37.75,-103.25
1282,1282,37.75,-102.75
1283,1283,37.75,-102.25
1284,1284,37.75,-101.75
1285,1285,37.75,-101.25
1286,1286,37.75,-100.75
1287,1287,37.75,-100.25
1288,1288,37.75,-99.75
1289,1289,37.75,-99.25
1290,1290,37.75,-98.75
1291,1291,37.75,-98.25
1292,1292,37.75,-97.75
1293,1293,37.75,-97.25
1294,1294,37.75,-96.75
1295,1295,37.75,-96.25
1296,1296,37.75,-95.75
1297,1297,37.75,-95.25
1298,1298,37.75,-94.75
1299,1299,37.75,-94.25
1300,1300,37.75,-93.75
1301,1301,37.75,-93.25
1302,1302,37.75,-92.75
1303,1303,37.75,-92.25
1304,1304,37.75,-91.75
1305,1305,37.75,-91.25
1306,1306,37.75,-90.75
1307,1307,37.75,-90.25
1308,1308,37.75,-89.75
1309,1309,37.75,-89.25
1310,1310,37.75,-88.75
1311,1311,37.75,-88.25
1312,1312,37.75,-87.75
1313,1313,37.75,-87.25
1314,1314,37.75,-86.75
1315,1315,37.75,-86.25
1316,1316,37.75,-85.75
1317,1317,37.75,-85.25
1318,1318,37.75,-84.75
1319,1319,37.75,-84.25
1320,1320,37.75,-83.75
1321,1321,37.75,-83.25
1322,1322,37.75,-82.75
1323,1323,37.75,-82.25
1324,1324,37.75,-81.75
1325,1325,37.75,-81.25
1326,1326,37.75,-80.75
1327,1327,37.75,-80.25
1328,1328,37.75,-79.75
1329,1329,37.75,-79.25
1330,1330,37.75,-78.75
1331,1331,37.75,-78.25
1332,1332,37.75,-77.75
1333,1333,37.75,-77.25
1334,1334,37.75,-76.75
1335,1335,38.25,-122.75
1336,1336,38.25,-122.25
1337,1337,38.25,-121.75
1338,1338,38.25,-121.25
1339,1339,38.25,-120.75
1340,1340,38.25,-120.25
1341,1341,38.25,-119.75
1342,1342,38.25,-119.25
1343,1343,38.25,-118.75
1344,1344,38.25,-118.25
1345,1345,38.25,-117.75
1346,1346,38.25,-117.25
1347,1347,38.25,-116.75
1348,1348,38.25,-116.25
1349,1349,38.25,-115.75
1350,1350,38.25,-115.25
1351,1351,38.25,-114.75
1352,1352,38.25,-114.25
1353,1353,38.25,-113.75
1354,1354,38.25,-113.25
1355,1355,38.25,-112.75
1356,1356,38.25,-112.25
1357,1357,38.25,-111.75
1358,1358,38.25,-111.25
1359,1359,38.25,-110.75
1360,1360,38.25,-110.25
1361,1361,38.25,-109.75
1362,1362,38.25,-109.25
1363,1363,38.25,-108.75
1364,1364,38.25,-108.25
1365,1365,38.25,-107.75
1366,1366,38.25,-107.25
1367,1367,38.25,-106.75
1368,1368,38.25,-106.25
1369,1369,38.25,-105.75
1370,1370,38.25,-105.25
1371,1371,38.25,-104.75
1372,1372,38.25,-104.25
1373,1373,38.25,-103.75
1374,1374,38.25,-103.25
1375,1375,38.25,-102.75
1376,1376,38.25,-102.25
1377,1377,38.25,-101.75
1378,1378,38.25,-101.25
1379,1379,38.25,-100.75
1380,1380,38.25,-100.25
1381,1381,38.25,-99.75
1382,1382,38.25,-99.25
1383,1383,38.25,-98.75
1384,1384,38.25,-98.25
1385,1385,38.25,-97.75
1386,1386,38.25,-97.25
1387,1387,38.25,-96.75
1388,1388,38.25,-96.25
1389,1389,38.25,-95.75
1390,1390,38.25,-95.25
1391,1391,38.25,-94.75
1392,1392,38.25,-94.25
1393,1393,38.25,-93.75
1394,1394,38.25,-93.25
1395,1395,38.25,-92.75
1396,1396,38.25,-92.25
1397,1397,38.25,-91.75
1398,1398,38.25,-91.25
1399,1399,38.25,-90.75
1400,1400,38.25,-90.25
1401,1401,38.25,-89.75
1402,1402,38.25,-89.25
1403,1403,38.25,-88.75
1404,1404,38.25,-88.25
1405,1405,38.25,-87.75
1406,1406,38.25,-87.25
1407,1407,38.25,-86.75
1408,1408,38.25,-86.25
1409,1409,38.25,-85.75
1410,1410,38.25,-85.25
1411,1411,38.25,-84.75
1412,1412,38.25,-84.25
1413,1413,38.25,-83.75
1414,1414,38.25,-83.25
1415,1415,38.25,-82.75
1416,1416,38.25,-82.25
1417,1417,38.25,-81.75
1418,1418,38.25,-81.25
1419,1419,38.25,-80.75
1420,1420,38.25,-80.25
1421,1421,38.25,-79.75
1422,1422,38.25,-79.25
1423,1423,38.25,-78.75
1424,1424,38.25,-78.25
1425,1425,38.25,-77.75
1426,1426,38.25,-77.25
1427,1427,38.25,-76.75
1428,1428,38.25,-75.75
1429,1429,38.25,-75.25
1430,1430,38.75,-123.25
1431,1431,38.75,-122.75
1432,1432,38.75,-122.25
1433,1433,38.75,-121.75
1434,1434,38.75,-121.25
1435,1435,38.75,-120.75
1436,1436,38.75,-120.25
1437,1437,38.75,-119.75
1438,1438,38.75,-119.25
1439,1439,38.75,-118.75
1440,1440,38.75,-118.25
1441,1441,38.75,-117.75
1442,1442,38.75,-117.25
1443,1443,38.75,-116.75
1444,1444,38.75,-116.25
1445,1445,38.75,-115.75
1446,1446,38.75,-115.25
1447,1447,38.75,-114.75
1448,1448,38.75,-114.25
1449,1449,38.75,-113.75
1450,1450,38.75,-113.25
1451,1451,38.75,-112.75
1452,1452,38.75,-112.25
1453,1453,38.75,-111.75
1454,1454,38.75,-111.25
1455,1455,38.75,-110.75
1456,1456,38.75,-110.25
1457,1457,38.75,-109.75
1458,1458,38.75,-109.25
1459,1459,38.75,-108.75
1460,1460,38.75,-108.25
1461,1461,38.75,-107.75
1462,1462,38.75,-107.25
1463,1463,38.75,-106.75
1464,1464,38.75,-106.25
1465,1465,38.75,-105.75
1466,1466,38.75,-105.25
1467,1467,38.75,-104.75
1468,1468,38.75,-104.25
1469,1469,38.75,-103.75
1470,1470,38.75,-103.25
1471,1471,38.75,-102.75
1472,1472,38.75,-102.25
1473,1473,38.75,-101.75
1474,1474,38.75,-101.25
1475,1475,38.75,-100.75
1476,1476,38.75,-100.25
1477,1477,38.75,-99.75
1478,1478,38.75,-99.25
1479,1479,38.75,-98.75
1480,1480,38.75,-98.25
1481,1481,38.75,-97.75
1482,1482,38.75,-97.25
1483,1483,38.75,-96.75
1484,1484,38.75,-96.25
1485,1485,38.75,-95.75
1486,1486,38.75,-95.25
1487,1487,38.75,-94.75
1488,1488,38.75,-94.25
1489,1489,38.75,-93.75
1490,1490,38.75,-93.25
1491,1491,38.75,-92.75
1492,1492,38.75,-92.25
1493,1493,38.75,-91.75
1494,1494,38.75,-91.25
1495,1495,38.75,-90.75
1496,1496,38.75,-90.25
1497,1497,38.75,-89.75
1498,1498,38.75,-89.25
1499,1499,38.75,-88.75
1500,1500,38.75,-88.25
1501,1501,38.75,-87.75
1502,1502,38.75,-87.25
1503,1503,38.75,-86.75
1504,1504,38.75,-86.25
1505,1505,38.75,-85.75
1506,1506,38.75,-85.25
1507,1507,38.75,-84.75
1508,1508,38.75,-84.25
1509,1509,38.75,-83.75
1510,1510,38.75,-83.25
1511,1511,38.75,-82.75
1512,1512,38.75,-82.25
1513,1513,38.75,-81.75
1514,1514,38.75,-81.25
1515,1515,38.75,-80.75
1516,1516,38.75,-80.25
1517,1517,38.75,-79.75
1518,1518,38.75,-79.25
1519,1519,38.75,-78.75
1520,1520,38.75,-78.25
1521,1521,38.75,-77.75
1522,1522,38.75,-77.25
1523,1523,38.75,-76.75
1524,1524,38.75,-76.25
1525,1525,38.75,-75.75
1526,1526,39.25,-123.75
1527,1527,39.25,-123.25
1528,1528,39.25,-122.75
1529,1529,39.25,-122.25
1530,1530,39.25,-121.75
1531,1531,39.25,-121.25
1532,1532,39.25,-120.75
1533,1533,39.25,-120.25
1534,1534,39.25,-119.75
1535,1535,39.25,-119.25
1536,1536,39.25,-118.75
1537,1537,39.25,-118.25
1538,1538,39.25,-117.75
1539,1539,39.25,-117.25
1540,1540,39.25,-116.75
1541,1541,39.25,-116.25
1542,1542,39.25,-115.75
1543,1543,39.25,-115.25
1544,1544,39.25,-114.75
1545,1545,39.25,-114.25
1546,1546,39.25,-113.75
1547,1547,39.25,-113.25
1548,1548,39.25,-112.75
1549,1549,39.25,-112.25
1550,1550,39.25,-111.75
1551,1551,39.25,-111.25
1552,1552,39.25,-110.75
1553,1553,39.25,-110.25
1554,1554,39.25,-109.75
1555,1555,39.25,-109.25
1556,1556,39.25,-108.75
1557,1557,39.25,-108.25
1558,1558,39.25,-107.75
1559,1559,39.25,-107.25
1560,1560,39.25,-106.75
1561,1561,39.25,-106.25
1562,1562,39.25,-105.75
1563,1563,39.25,-105.25
1564,1564,39.25,-104.75
1565,1565,39.25,-104.25
1566,1566,39.25,-103.75
1567,1567,39.25,-103.25
1568,1568,39.25,-102.75
1569,1569,39.25,-102.25
1570,1570,39.25,-101.75
1571,1571,39.25,-101.25
1572,1572,39.25,-100.75
1573,1573,39.25,-100.25
1574,1574,39.25,-99.75
1575,1575,39.25,-99.25
1576,1576,39.25,-98.75
1577,1577,39.25,-98.25
1578,1578,39.25,-97.75
1579,1579,39.25,-97.25
1580,1580,39.25,-96.75
1581,1581,39.25,-96.25
1582,1582,39.25,-95.75
1583,1583,39.25,-95.25
1584,1584,39.25,-94.75
1585,1585,39.25,-94.25
1586,1586,39.25,-93.75
1587,1587,39.25,-93.25
1588,1588,39.25,-92.75
1589,1589,39.25,-92.25
1590,1590,39.25,-91.75
1591,1591,39.25,-91.25
1592,1592,39.25,-90.75
1593,1593,39.25,-90.25
1594,1594,39.25,-89.75
1595,1595,39.25,-89.25
1596,1596,39.25,-88.75
1597,1597,39.25,-88.25
1598,1598,39.25,-87.75
1599,1599,39.25,-87.25
1600,1600,39.25,-86.75
1601,1601,39.25,-86.25
1602,1602,39.25,-85.75
1603,1603,39.25,-85.25
1604,1604,39.25,-84.75
1605,1605,39.25,-84.25
1606,1606,39.25,-83.75
1607,1607,39.25,-83.25
1608,1608,39.25,-82.75
1609,1609,39.25,-82.25
1610,1610,39.25,-81.75
1611,1611,39.25,-81.25
1612,1612,39.25,-80.75
1613,1613,39.25,-80.25
1614,1614,39.25,-79.75
1615,1615,39.25,-79.25
1616,1616,39.25,-78.75
1617,1617,39.25,-78.25
1618,1618,39.25,-77.75
1619,1619,39.25,-77.25
1620,1620,39.25,-76.75
1621,1621,39.25,-76.25
1622,1622,39.25,-75.75
1623,1623,39.25,-75.25
1624,1624,39.75,-123.75
1625,1625,39.75,-123.25
1626,1626,39.75,-122.75
1627,1627,39.75,-122.25
1628,1628,39.75,-121.75
1629,1629,39.75,-121.25
1630,1630,39.75,-120.75
1631,1631,39.75,-120.25
1632,1632,39.75,-119.75
1633,1633,39.75,-119.25
1634,1634,39.75,-118.75
1635,1635,39.75,-118.25
1636,1636,39.75,-117.75
1637,1637,39.75,-117.25
1638,1638,39.75,-116.75
1639,1639,39.75,-116.25
1640,1640,39.75,-115.75
1641,1641,39.75,-115.25
1642,1642,39.75,-114.75
1643,1643,39.75,-114.25
1644,1644,39.75,-113.75
1645,1645,39.75,-113.25
1646,1646,39.75,-112.75
1647,1647,39.75,-112.25
1648,1648,39.75,-111.75
1649,1649,39.75,-111.25
1650,1650,39.75,-110.75
1651,1651,39.75,-110.25
1652,1652,39.75,-109.75
1653,1653,39.75,-109.25
1654,1654,39.75,-108.75
1655,1655,39.75,-108.25
1656,1656,39.75,-107.75
1657,1657,39.75,-107.25
1658,1658,39.75,-106.75
1659,1659,39.75,-106.25
1660,1660,39.75,-105.75
1661,1661,39.75,-105.25
1662,1662,39.75,-104.75
1663,1663,39.75,-104.25
1664,1664,39.75,-103.75
1665,1665,39.75,-103.25
1666,1666,39.75,-102.75
1667,1667,39.75,-102.25
1668,1668,39.75,-101.75
1669,1669,39.75,-101.25
1670,1670,39.75,-100.75
1671,1671,39.75,-100.25
1672,1672,39.75,-99.75
1673,1673,39.75,-99.25
1674,1674,39.75,-98.75
1675,1675,39.75,-98.25
1676,1676,39.75,-97.75
1677,1677,39.75,-97.25
1678,1678,39.75,-96.75
1679,1679,39.75,-96.25
1680,1680,39.75,-95.75
1681,1681,39.75,-95.25
1682,1682,39.75,-94.75
1683,1683,39.75,-94.25
1684,1684,39.75,-93.75
1685,1685,39.75,-93.25
1686,1686,39.75,-92.75
1687,1687,39.75,-92.25
1688,1688,39.75,-91.75
1689,1689,39.75,-91.25
1690,1690,39.75,-90.75
1691,1691,39.75,-90.25
1692,1692,39.75,-89.75
1693,1693,39.75,-89.25
1694,1694,39.75,-88.75
1695,1695,39.75,-88.25
1696,1696,39.75,-87.75
1697,1697,39.75,-87.25
1698,1698,39.75,-86.75
1699,1699,39.75,-86.25
1700,1700,39.75,-85.75
1701,1701,39.75,-85.25
1702,1702,39.75,-84.75
1703,1703,39.75,-84.25
1704,1704,39.75,-83.75
1705,1705,39.75,-83.25
1706,1706,39.75,-82.75
1707,1707,39.75,-82.25
1708,1708,39.75,-81.75
1709,1709,39.75,-81.25
1710,1710,39.75,-80.75
1711,1711,39.75,-80.25
1712,1712,39.75,-79.75
1713,1713,39.75,-79.25
1714,1714,39.75,-78.75
1715,1715,39.75,-78.25
1716,1716,39.75,-77.75
1717,1717,39.75,-77.25
1718,1718,39.75,-76.75
1719,1719,39.75,-76.25
1720,1720,39.75,-75.75
1721,1721,39.75,-75.25
1722,1722,39.75,-74.75
1723,1723,39.75,-74.25
1724,1724,40.25,-124.25
1725,1725,40.25,-123.75
1726,1726,40.25,-123.25
1727,1727,40.25,-122.75
1728,1728,40.25,-122.25
1729,1729,40.25,-121.75
1730,1730,40.25,-121.25
1731,1731,40.25,-120.75
1732,1732,40.25,-120.25
1733,1733,40.25,-119.75
1734,1734,40.25,-119.25
1735,1735,40.25,-118.75
1736,1736,40.25,-118.25
1737,1737,40.25,-117.75
1738,1738,40.25,-117.25
1739,1739,40.25,-116.75
1740,1740,40.25,-116.25
1741,1741,40.25,-115.75
1742,1742,40.25,-115.25
1743,1743,40.25,-114.75
1744,1744,40.25,-114.25
1745,1745,40.25,-113.75
1746,1746,40.25,-113.25
1747,1747,40.25,-112.75
1748,1748,40.25,-112.25
1749,1749,40.25,-111.75
1750,1750,40.25,-111.25
1751,1751,40.25,-110.75
1752,1752,40.25,-110.25
1753,1753,40.25,-109.75
1754,1754,40.25,-109.25
1755,1755,40.25,-108.75
1756,1756,40.25,-108.25
1757,1757,40.25,-107.75
1758,1758,40.25,-107.25
1759,1759,40.25,-106.75
1760,1760,40.25,-106.25
1761,1761,40.25,-105.75
1762,1762,40.25,-105.25
1763,1763,40.25,-104.75
1764,1764,40.25,-104.25
1765,1765,40.25,-103.75
1766,1766,40.25,-103.25
1767,1767,40.25,-102.75
1768,1768,40.25,-102.25
1769,1769,40.25,-101.75
1770,1770,40.25,-101.25
1771,1771,40.25,-100.75
1772,1772,40.25,-100.25
1773,1773,40.25,-99.75
1774,1774,40.25,-99.25
1775,1775,40.25,-98.75
1776,1776,40.25,-98.25
1777,1777,40.25,-97.75
1778,1778,40.25,-97.25
1779,1779,40.25,-96.75
1780,1780,40.25,-96.25
1781,1781,40.25,-95.75
1782,1782,40.25,-95.25
1783,1783,40.25,-94.75
1784,1784,40.25,-94.25
1785,1785,40.25,-93.75
1786,1786,40.25,-93.25
1787,1787,40.25,-92.75
1788,1788,40.25,-92.25
1789,1789,40.25,-91.75
1790,1790,40.25,-91.25
1791,1791,40.25,-90.75
1792,1792,40.25,-90.25
1793,1793,40.25,-89.75
1794,1794,40.25,-89.25
1795,1795,40.25,-88.75
1796,1796,40.25,-88.25
1797,1797,40.25,-87.75
1798,1798,40.25,-87.25
1799,1799,40.25,-86.75
1800,1800,40.25,-86.25
1801,1801,40.25,-85.75
1802,1802,40.25,-85.25
1803,1803,40.25,-84.75
1804,1804,40.25,-84.25
1805,1805,40.25,-83.75
1806,1806,40.25,-83.25
1807,1807,40.25,-82.75
1808,1808,40.25,-82.25
1809,1809,40.25,-81.75
1810,1810,40.25,-81.25
1811,1811,40.25,-80.75
1812,1812,40.25,-80.25
1813,1813,40.25,-79.75
1814,1814,40.25,-79.25
1815,1815,40.25,-78.75
1816,1816,40.25,-78.25
1817,1817,40.25,-77.75
1818,1818,40.25,-77.25
1819,1819,40.25,-76.75
1820,1820,40.25,-76.25
1821,1821,40.25,-75.75
1822,1822,40.25,-75.25
1823,1823,40.25,-74.75
1824,1824,40.25,-74.25
1825,1825,40.75,-123.75
1826,1826,40.75,-123.25
1827,1827,40.75,-122.75
1828,1828,40.75,-122.25
1829,1829,40.75,-121.75
1830,1830,40.75,-121.25
1831,1831,40.75,-120.75
1832,1832,40.75,-120.25
1833,1833,40.75,-119.75
1834,1834,40.75,-119.25
1835,1835,40.75,-118.75
1836,1836,40.75,-118.25
1837,1837,40.75,-117.75
1838,1838,40.75,-117.25
1839,1839,40.75,-116.75
1840,1840,40.75,-116.25
1841,1841,40.75,-115.75
1842,1842,40.75,-115.25
1843,1843,40.75,-114.75
1844,1844,40.75,-114.25
1845,1845,40.75,-113.75
1846,1846,40.75,-113.25
1847,1847,40.75,-112.75
1848,1848,40.75,-112.25
1849,1849,40.75,-111.75
1850,1850,40.75,-111.25
1851,1851,40.75,-110.75
1852,1852,40.75,-110.25
1853,1853,40.75,-109.75
1854,1854,40.75,-109.25
1855,1855,40.75,-108.75
1856,1856,40.75,-108.25
1857,1857,40.75,-107.75
1858,1858,40.75,-107.25
1859,1859,40.75,-106.75
1860,1860,40.75,-106.25
1861,1861,40.75,-105.75
1862,1862,40.75,-105.25
1863,1863,40.75,-104.75
1864,1864,40.75,-104.25
1865,1865,40.75,-103.75
1866,1866,40.75,-103.25
1867,1867,40.75,-102.75
1868,1868,40.75,-102.25
1869,1869,40.75,-101.75
1870,1870,40.75,-101.25
1871,1871,40.75,-100.75
1872,1872,40.75,-100.25
1873,1873,40.75,-99.75
1874,1874,40.75,-99.25
1875,1875,40.75,-98.75
1876,1876,40.75,-98.25
1877,1877,40.75,-97.75
1878,1878,40.75,-97.25
1879,1879,40.75,-96.75
1880,1880,40.75,-96.25
1881,1881,40.75,-95.75
1882,1882,40.75,-95.25
1883,1883,40.75,-94.75
1884,1884,40.75,-94.25
1885,1885,40.75,-93.75
1886,1886,40.75,-93.25
1887,1887,40.75,-92.75
1888,1888,40.75,-92.25
1889,1889,40.75,-91.75
1890,1890,40.75,-91.25
1891,1891,40.75,-90.75
1892,1892,40.75,-90.25
1893,1893,40.75,-89.75
1894,1894,40.75,-89.25
1895,1895,40.75,-88.75
1896,1896,40.75,-88.25
1897,1897,40.75,-87.75
1898,1898,40.75,-87.25
1899,1899,40.75,-86.75
1900,1900,40.75,-86.25
1901,1901,40.75,-85.75
1902,1902,40.75,-85.25
1903,1903,40.75,-84.75
1904,1904,40.75,-84.25
1905,1905,40.75,-83.75
1906,1906,40.75,-83.25
1907,1907,40.75,-82.75
1908,1908,40.75,-82.25
1909,1909,40.75,-81.75
1910,1910,40.75,-81.25
1911,1911,40.75,-80.75
1912,1912,40.75,-80.25
1913,1913,40.75,-79.75
1914,1914,40.75,-79.25
1915,1915,40.75,-78.75
1916,1916,40.75,-78.25
1917,1917,40.75,-77.75
1918,1918,40.75,-77.25
1919,1919,40.75,-76.75
1920,1920,40.75,-76.25
1921,1921,40.75,-75.75
1922,1922,40.75,-75.25
1923,1923,40.75,-74.75
1924,1924,40.75,-74.25
1925,1925,41.25,-123.75
1926,1926,41.25,-123.25
1927,1927,41.25,-122.75
1928,1928,41.25,-122.25
1929,1929,41.25,-121.75
1930,1930,41.25,-121.25
1931,1931,41.25,-120.75
1932,1932,41.25,-120.25
1933,1933,41.25,-119.75
1934,1934,41.25,-119.25
1935,1935,41.25,-118.75
1936,1936,41.25,-118.25
1937,1937,41.25,-117.75
1938,1938,41.25,-117.25
1939,1939,41.25,-116.75
1940,1940,41.25,-116.25
1941,1941,41.25,-115.75
1942,1942,41.25,-115.25
1943,1943,41.25,-114.75
1944,1944,41.25,-114.25
1945,1945,41.25,-113.75
1946,1946,41.25,-113.25
1947,1947,41.25,-111.75
1948,1948,41.25,-111.25
1949,1949,41.25,-110.75
1950,1950,41.25,-110.25
1951,1951,41.25,-109.75
1952,1952,41.25,-109.25
1953,1953,41.25,-108.75
1954,1954,41.25,-108.25
1955,1955,41.25,-107.75
1956,1956,41.25,-107.25
1957,1957,41.25,-106.75
1958,1958,41.25,-106.25
1959,1959,41.25,-105.75
1960,1960,41.25,-105.25
1961,1961,41.25,-104.75
1962,1962,41.25,-104.25
1963,1963,41.25,-103.75
1964,1964,41.25,-103.25
1965,1965,41.25,-102.75
1966,1966,41.25,-102.25
1967,1967,41.25,-101.75
1968,1968,41.25,-101.25
1969,1969,41.25,-100.75
1970,1970,41.25,-100.25
1971,1971,41.25,-99.75
1972,1972,41.25,-99.25
1973,1973,41.25,-98.75
1974,1974,41.25,-98.25
1975,1975,41.25,-97.75
1976,1976,41.25,-97.25
1977,1977,41.25,-96.75
1978,1978,41.25,-96.25
1979,1979,41.25,-95.75
1980,1980,41.25,-95.25
1981,1981,41.25,-94.75
1982,1982,41.25,-94.25
1983,1983,41.25,-93.75
1984,1984,41.25,-93.25
1985,1985,41.25,-92.75
1986,1986,41.25,-92.25
1987,1987,41.25,-91.75
1988,1988,41.25,-91.25
1989,1989,41.25,-90.75
1990,1990,41.25,-90.25
1991,1991,41.25,-89.75
1992,1992,41.25,-89.25
1993,1993,41.25,-88.75
1994,1994,41.25,-88.25
